date,season,away,home,favorite,underdog,market_total,actual_total,direction,agreement,hit,profit
2025-01-17,2024-25,ORL,BOS,BOS,ORL,212.5,215,OVER,8,True,0.9
2025-01-21,2024-25,POR,MIA,MIA,POR,218.5,223,UNDER,4,False,-1.0
2025-01-22,2024-25,BOS,LAC,BOS,LAC,217.0,230,OVER,4,True,0.9
2025-01-23,2024-25,POR,ORL,ORL,POR,213.0,180,UNDER,6,True,0.9
2025-01-23,2024-25,BOS,LAL,BOS,LAL,219.0,213,UNDER,6,True,0.9
2025-01-25,2024-25,MIL,LAC,LAC,MIL,226.5,244,OVER,6,True,0.9
2025-01-28,2024-25,UTA,GSW,GSW,UTA,220.5,217,OVER,4,False,-1.0
2025-01-29,2024-25,LAC,SAS,LAC,SAS,221.0,244,OVER,2,True,0.9
2025-01-29,2024-25,MIN,PHX,PHX,MIN,225.0,234,OVER,4,True,0.9
2025-02-01,2024-25,MIA,SAS,MIA,SAS,223.5,208,OVER,2,False,-1.0
2025-02-01,2024-25,PHX,POR,PHX,POR,227.0,235,OVER,4,True,0.9
2025-02-03,2024-25,PHX,POR,PHX,POR,228.5,240,OVER,4,True,0.9
2025-02-04,2024-25,LAL,LAC,LAC,LAL,222.5,219,UNDER,6,True,0.9
2025-02-05,2024-25,ORL,SAC,SAC,ORL,218.5,241,OVER,4,True,0.9
2025-02-07,2024-25,MIL,ATL,MIL,ATL,237.5,225,UNDER,4,True,0.9
2025-02-09,2024-25,CHA,DET,DET,CHA,219.0,214,OVER,2,False,-1.0
2025-02-09,2024-25,PHI,MIL,PHI,MIL,228.0,262,OVER,4,True,0.9
2025-02-10,2024-25,ATL,ORL,ORL,ATL,221.0,218,UNDER,2,True,0.9
2025-02-20,2024-25,BOS,PHI,BOS,PHI,225.5,228,OVER,4,True,0.9
2025-02-20,2024-25,ORL,ATL,ORL,ATL,223.0,222,OVER,4,False,-1.0
2025-02-20,2024-25,LAC,MIL,LAC,MIL,227.0,226,UNDER,2,True,0.9
2025-02-23,2024-25,DET,ATL,DET,ATL,239.0,291,UNDER,4,False,-1.0
2025-02-25,2024-25,CLE,ORL,CLE,ORL,218.0,204,UNDER,4,True,0.9
2025-02-25,2024-25,CHA,GSW,GSW,CHA,218.0,220,OVER,2,True,0.9
2025-02-26,2024-25,POR,WAS,POR,WAS,232.5,250,UNDER,2,False,-1.0
2025-02-27,2024-25,GSW,ORL,GSW,ORL,212.0,236,OVER,4,True,0.9
2025-03-01,2024-25,MIL,DAL,MIL,DAL,229.0,249,OVER,6,True,0.9
2025-03-01,2024-25,GSW,PHI,GSW,PHI,228.5,245,OVER,4,True,0.9
2025-03-02,2024-25,MIN,PHX,MIN,PHX,234.5,214,UNDER,2,True,0.9
2025-03-03,2024-25,WAS,MIA,MIA,WAS,217.5,196,UNDER,2,True,0.9
2025-03-03,2024-25,HOU,OKC,OKC,HOU,229.0,265,OVER,4,True,0.9
2025-03-05,2024-25,MIN,CHA,MIN,CHA,227.0,235,OVER,2,True,0.9
2025-03-06,2024-25,PHI,BOS,BOS,PHI,217.5,228,OVER,4,True,0.9
2025-03-08,2024-25,LAL,BOS,BOS,LAL,225.5,212,OVER,4,False,-1.0
2025-03-10,2024-25,WAS,TOR,TOR,WAS,232.0,223,UNDER,2,True,0.9
2025-03-10,2024-25,CHA,MIA,MIA,CHA,217.0,207,UNDER,4,True,0.9
2025-03-10,2024-25,LAL,BKN,LAL,BKN,217.5,219,OVER,4,True,0.9
2025-03-10,2024-25,ORL,HOU,HOU,ORL,210.5,181,OVER,4,False,-1.0
2025-03-11,2024-25,LAC,NOP,LAC,NOP,222.5,247,UNDER,2,False,-1.0
2025-03-12,2024-25,MIN,DEN,DEN,MIN,233.0,210,UNDER,2,True,0.9
2025-03-12,2024-25,NYK,POR,NYK,POR,227.5,227,OVER,4,False,-1.0
2025-03-15,2024-25,BOS,BKN,BOS,BKN,219.0,228,OVER,4,True,0.9
2025-03-15,2024-25,NYK,GSW,GSW,NYK,228.5,191,OVER,4,False,-1.0
2025-03-17,2024-25,PHI,HOU,HOU,PHI,225.0,281,UNDER,2,False,-1.0
2025-03-17,2024-25,WAS,POR,POR,WAS,232.0,209,UNDER,2,True,0.9
2025-03-18,2024-25,BKN,BOS,BOS,BKN,212.0,200,OVER,8,False,-1.0
2025-03-18,2024-25,MIL,GSW,MIL,GSW,225.0,197,UNDER,2,True,0.9
2025-03-19,2024-25,DAL,IND,IND,DAL,228.0,266,OVER,1,True,0.9
2025-03-20,2024-25,TOR,GSW,GSW,TOR,224.5,231,OVER,4,True,0.9
2025-03-21,2024-25,DEN,POR,DEN,POR,227.5,237,OVER,2,True,0.9
2025-03-23,2024-25,CHA,MIA,MIA,CHA,215.5,227,UNDER,4,False,-1.0
2025-03-23,2024-25,BOS,POR,BOS,POR,219.0,245,UNDER,2,False,-1.0
2025-03-24,2024-25,MIN,IND,MIN,IND,231.0,222,UNDER,2,True,0.9
2025-03-24,2024-25,LAL,ORL,LAL,ORL,217.5,224,OVER,4,True,0.9
2025-03-24,2024-25,DAL,BKN,DAL,BKN,218.0,221,OVER,4,True,0.9
2025-03-24,2024-25,BOS,SAC,BOS,SAC,224.5,208,OVER,4,False,-1.0
2025-03-26,2024-25,BOS,PHX,BOS,PHX,221.5,234,OVER,4,True,0.9
2025-03-27,2024-25,DAL,ORL,ORL,DAL,216.5,193,UNDER,6,True,0.9
2025-03-27,2024-25,ATL,MIA,MIA,ATL,224.5,234,OVER,4,True,0.9
2025-03-27,2024-25,HOU,UTA,HOU,UTA,227.0,231,OVER,4,True,0.9
2025-03-28,2024-25,NYK,MIL,MIL,NYK,218.5,223,OVER,2,True,0.9
2025-03-29,2024-25,MIA,PHI,MIA,PHI,215.0,213,UNDER,4,True,0.9
2025-03-31,2024-25,MIA,WAS,MIA,WAS,214.5,214,UNDER,4,True,0.9
2025-03-31,2024-25,LAC,ORL,LAC,ORL,212.0,183,OVER,2,False,-1.0
2025-04-01,2024-25,ORL,SAS,ORL,SAS,217.0,221,UNDER,2,False,-1.0
2025-04-01,2024-25,MIN,DEN,DEN,MIN,228.5,279,OVER,2,True,0.9
2025-04-02,2024-25,MIA,BOS,BOS,MIA,211.5,227,OVER,8,True,0.9
2025-04-02,2024-25,UTA,HOU,HOU,UTA,227.5,248,UNDER,2,False,-1.0
2025-04-03,2024-25,MIL,PHI,MIL,PHI,228.0,239,OVER,1,True,0.9
2025-04-04,2024-25,SAC,CHA,SAC,CHA,215.5,227,OVER,2,True,0.9
2025-04-04,2024-25,PHX,BOS,BOS,PHX,226.5,226,OVER,1,False,-1.0
2025-04-05,2024-25,NYK,ATL,NYK,ATL,235.5,226,UNDER,4,True,0.9
2025-04-05,2024-25,DAL,LAC,LAC,DAL,221.0,239,UNDER,4,False,-1.0
2025-04-06,2024-25,IND,DEN,DEN,IND,238.0,245,OVER,2,True,0.9
2025-04-06,2024-25,HOU,GSW,GSW,HOU,225.5,202,OVER,4,False,-1.0
2025-04-10,2024-25,MIN,MEM,MIN,MEM,230.0,266,UNDER,2,False,-1.0
2025-04-11,2024-25,ORL,IND,IND,ORL,213.0,244,OVER,4,True,0.9
2025-04-11,2024-25,MIL,DET,DET,MIL,229.5,244,OVER,4,True,0.9
2025-04-11,2024-25,CHA,BOS,BOS,CHA,215.0,224,OVER,10,True,0.9
2025-04-11,2024-25,HOU,LAL,LAL,HOU,228.5,249,OVER,4,True,0.9
2025-04-13,2024-25,NYK,BKN,NYK,BKN,210.5,218,OVER,4,True,0.9
2025-04-13,2024-25,WAS,MIA,MIA,WAS,215.5,237,UNDER,4,False,-1.0
2025-04-13,2024-25,TOR,SAS,SAS,TOR,232.5,243,UNDER,2,False,-1.0
2025-04-15,2024-25,ATL,ORL,ORL,ATL,220.5,215,UNDER,2,True,0.9
2025-04-15,2024-25,MEM,GSW,GSW,MEM,226.5,237,OVER,4,True,0.9
2025-04-18,2024-25,MIA,ATL,MIA,ATL,220.5,237,OVER,4,True,0.9
2025-04-19,2024-25,DET,NYK,NYK,DET,219.5,235,UNDER,4,False,-1.0
2025-04-22,2024-25,MIL,IND,IND,MIL,229.0,238,OVER,6,True,0.9
2025-04-22,2024-25,MIN,LAL,LAL,MIN,211.5,179,UNDER,6,True,0.9
2025-04-25,2024-25,IND,MIL,MIL,IND,229.5,218,OVER,4,False,-1.0
2025-04-27,2024-25,NYK,DET,DET,NYK,216.5,187,OVER,2,False,-1.0
2025-04-27,2024-25,IND,MIL,MIL,IND,226.5,232,OVER,4,True,0.9
2025-04-30,2024-25,MIN,LAL,LAL,MIN,210.5,199,UNDER,6,True,0.9
2025-05-01,2024-25,NYK,DET,DET,NYK,213.0,229,OVER,2,True,0.9
2025-05-07,2024-25,NYK,BOS,BOS,NYK,211.0,181,OVER,8,False,-1.0
2025-05-10,2024-25,BOS,NYK,BOS,NYK,210.5,208,UNDER,2,True,0.9
2025-05-18,2024-25,DEN,OKC,OKC,DEN,214.0,218,OVER,2,True,0.9
2025-05-22,2024-25,MIN,OKC,OKC,MIN,217.5,221,OVER,2,True,0.9
2025-10-22,2025-26,MIA,ORL,ORL,MIA,216.5,246,UNDER,2,False,-1.0
2025-10-24,2025-26,GSW,POR,GSW,POR,227.5,258,OVER,4,True,0.9
2025-10-26,2025-26,BOS,DET,DET,BOS,227.5,232,UNDER,2,False,-1.0
2025-10-26,2025-26,POR,LAC,LAC,POR,224.5,221,UNDER,6,True,0.9
2025-10-27,2025-26,TOR,SAS,SAS,TOR,232.5,224,UNDER,2,True,0.9
2025-10-28,2025-26,LAC,GSW,GSW,LAC,225.5,177,UNDER,2,True,0.9
2025-10-30,2025-26,GSW,MIL,GSW,MIL,228.5,230,OVER,2,True,0.9
2025-11-03,2025-26,MIN,BKN,MIN,BKN,225.5,234,OVER,2,True,0.9
2025-11-03,2025-26,MIL,IND,MIL,IND,235.5,232,OVER,2,False,-1.0
2025-11-03,2025-26,DAL,HOU,HOU,DAL,226.5,212,UNDER,2,True,0.9
2025-11-04,2025-26,OKC,LAC,OKC,LAC,219.5,233,OVER,2,True,0.9
2025-11-05,2025-26,OKC,POR,OKC,POR,229.5,240,OVER,4,True,0.9
2025-11-07,2025-26,TOR,ATL,ATL,TOR,232.5,206,UNDER,2,True,0.9
2025-11-09,2025-26,IND,GSW,GSW,IND,220.5,197,OVER,4,False,-1.0
2025-11-10,2025-26,MIL,DAL,MIL,DAL,228.5,230,OVER,6,True,0.9
2025-11-12,2025-26,MIL,CHA,MIL,CHA,228.5,211,UNDER,2,True,0.9
2025-11-12,2025-26,PHX,DAL,DAL,PHX,227.5,237,OVER,4,True,0.9
2025-11-15,2025-26,TOR,IND,TOR,IND,235.5,240,OVER,2,True,0.9
2025-11-15,2025-26,LAL,MIL,MIL,LAL,229.5,214,UNDER,2,True,0.9
2025-11-16,2025-26,ATL,PHX,PHX,ATL,226.5,246,OVER,8,True,0.9
2025-11-18,2025-26,DET,ATL,DET,ATL,226.5,232,OVER,4,True,0.9
2025-11-20,2025-26,LAC,ORL,ORL,LAC,218.5,230,UNDER,6,False,-1.0
2025-11-22,2025-26,LAC,CHA,CHA,LAC,227.5,247,UNDER,2,False,-1.0
2025-11-22,2025-26,DET,MIL,DET,MIL,225.5,245,OVER,2,True,0.9
2025-11-23,2025-26,ORL,BOS,BOS,ORL,223.5,267,OVER,4,True,0.9
2025-11-29,2025-26,BOS,MIN,MIN,BOS,229.5,234,UNDER,2,False,-1.0
2025-11-29,2025-26,DAL,LAC,LAC,DAL,224.5,224,UNDER,4,True,0.9
2025-12-02,2025-26,OKC,GSW,OKC,GSW,223.5,236,OVER,4,True,0.9
2025-12-03,2025-26,LAC,ATL,ATL,LAC,225.5,207,OVER,2,False,-1.0
2025-12-03,2025-26,DET,MIL,DET,MIL,228.5,222,OVER,4,False,-1.0
2025-12-12,2025-26,MIN,GSW,GSW,MIN,228.5,247,OVER,4,True,0.9
2025-12-14,2025-26,MIL,BKN,MIL,BKN,215.5,209,UNDER,2,True,0.9
2025-12-15,2025-26,TOR,MIA,MIA,TOR,234.5,202,UNDER,2,True,0.9
2025-12-17,2025-26,MEM,MIN,MIN,MEM,226.5,226,UNDER,2,True,0.9
2025-12-20,2025-26,IND,NOP,NOP,IND,238.5,237,OVER,2,False,-1.0
2025-12-21,2025-26,TOR,BKN,TOR,BKN,216.5,177,OVER,2,False,-1.0
2025-12-21,2025-26,HOU,SAC,HOU,SAC,229.5,249,OVER,2,True,0.9
2025-12-23,2025-26,MIL,IND,MIL,IND,216.5,205,UNDER,2,True,0.9
2025-12-25,2025-26,MIN,DEN,MIN,DEN,232.5,280,UNDER,2,False,-1.0
2025-12-26,2025-26,LAC,POR,POR,LAC,228.5,222,UNDER,2,True,0.9
2025-12-27,2025-26,IND,MIA,MIA,IND,237.5,258,OVER,2,True,0.9
2025-12-29,2025-26,MIL,CHA,MIL,CHA,226.5,236,OVER,6,True,0.9
2025-12-29,2025-26,ORL,TOR,ORL,TOR,216.5,213,UNDER,2,True,0.9
2026-01-02,2025-26,OKC,GSW,OKC,GSW,220.5,225,OVER,4,True,0.9
2026-01-03,2025-26,HOU,DAL,HOU,DAL,227.5,214,OVER,4,False,-1.0
2026-01-03,2025-26,BOS,LAC,BOS,LAC,220.5,261,OVER,4,True,0.9
2026-01-05,2025-26,ATL,TOR,TOR,ATL,237.5,218,UNDER,4,True,0.9
2026-01-06,2025-26,CLE,IND,CLE,IND,236.5,236,OVER,2,False,-1.0
2026-01-07,2025-26,MIL,GSW,GSW,MIL,228.5,233,OVER,4,True,0.9
